No	lscores	gscores
566	50.4249	6.2640
567	22.1766	2.7549
568	67.4720	8.3816
569	23.8547	2.9633
570	59.7470	7.4220
571	28.8931	3.5892
572	22.7827	2.8302
573	20.5509	2.5529
574	44.5974	5.5400
575	0.0000	0.0000
576	0.0000	0.0000
577	0.0000	0.0000
578	5.0317	0.6251
579	55.5764	6.9039
580	9.0394	1.1229
581	16.9550	2.1062
582	58.0294	7.2086
583	34.9874	4.3463
584	6.6660	0.8281
585	24.7680	3.0768
586	15.0122	1.8649
587	28.4687	3.5365
588	0.0000	0.0000
589	34.6745	4.3074
590	30.8419	3.8313
591	9.1733	1.1395
592	51.4390	6.3899
593	9.2591	1.1502
594	0.0000	0.0000
595	9.6489	1.1986
596	19.7195	2.4496
597	34.0257	4.2268
598	43.1138	5.3558
599	5.1822	0.6438
600	30.3782	3.7737
601	15.9444	1.9807
602	46.1788	5.7365
603	16.0915	1.9989
604	9.0150	1.1199
605	37.8038	4.6961
606	29.8677	3.7103
607	20.5452	2.5522
608	24.7689	3.0769
609	34.6183	4.3004
610	23.4844	2.9173
611	46.0508	5.7206
612	23.0596	2.8645
613	4.4731	0.5557
614	0.0000	0.0000
615	13.5599	1.6845
616	80.2649	9.9708
617	28.5206	3.5429
618	15.6155	1.9398
619	10.3063	1.2803
620	16.9708	2.1082
621	14.5029	1.8016
622	57.1647	7.1012
623	24.5519	3.0499
624	54.7665	6.8033
625	30.9638	3.8464
626	41.2180	5.1203
627	29.3261	3.6430
628	49.2362	6.1163
629	35.3465	4.3909
630	52.8098	6.5602
631	31.5511	3.9194
632	17.8691	2.2198
633	13.0126	1.6165
634	81.3253	10.1025
635	0.0000	0.0000
636	26.1024	3.2425
637	44.8032	5.5656
638	27.9924	3.4773
639	61.7376	7.6693
640	0.0000	0.0000
641	46.0229	5.7171
642	23.6629	2.9395
643	53.8918	6.6946
644	0.0000	0.0000
645	15.2341	1.8924
646	7.4859	0.9299
647	32.5761	4.0467
648	43.6157	5.4181
649	24.0025	2.9817
650	56.3654	7.0019
651	66.3093	8.2372
652	28.0888	3.4893
653	52.6587	6.5415
654	2.8756	0.3572
655	34.5357	4.2901
656	36.6471	4.5524
657	30.9269	3.8419
658	7.1898	0.8931
659	26.4865	3.2902
660	52.6029	6.5345
661	18.2913	2.2722
662	47.0637	5.8464
663	46.2692	5.7477
664	32.9867	4.0977
665	11.3717	1.4126
666	15.6551	1.9447
667	19.7973	2.4593
668	32.3779	4.0221
669	33.9595	4.2186
670	40.1372	4.9860
671	5.9834	0.7433
672	40.5553	5.0379
673	38.7809	4.8175
674	33.9060	4.2119
675	58.2497	7.2360
676	38.7274	4.8109
677	32.1276	3.9910
678	0.0000	0.0000
679	36.8600	4.5789
680	17.7970	2.2108
681	41.4104	5.1442
682	19.2794	2.3950
683	15.9577	1.9823
684	38.8864	4.8306
685	48.1254	5.9783
686	54.9537	6.8266
687	38.6152	4.7969
688	28.8106	3.5790
689	2.6870	0.3338
690	23.2900	2.8932
691	0.0000	0.0000
692	32.2249	4.0031
693	56.8672	7.0642
694	0.0000	0.0000
695	71.1549	8.8391
696	48.0260	5.9660
697	32.4045	4.0254
698	15.2328	1.8923
699	41.3856	5.1411
700	0.0000	0.0000
701	15.4115	1.9145
702	19.5054	2.4230
703	51.7156	6.4243
704	0.0000	0.0000
705	28.4557	3.5349
706	27.8746	3.4627
707	0.0000	0.0000
708	0.0000	0.0000
709	41.7335	5.1843
710	23.8199	2.9590
711	29.1100	3.6161
712	41.0197	5.0956
713	2.8137	0.3495
714	23.1744	2.8788
715	46.7448	5.8068
716	53.1834	6.6066
717	23.5433	2.9246
718	15.4960	1.9250
719	0.0000	0.0000
720	42.5796	5.2894
721	42.0028	5.2177
722	28.6923	3.5643
723	35.7005	4.4348
724	0.0000	0.0000
725	34.6217	4.3008
726	17.3474	2.1550
727	12.3071	1.5288
728	17.1302	2.1280
729	27.9323	3.4699
730	2.8560	0.3548
731	50.5151	6.2752
732	41.5275	5.1587
733	50.8241	6.3136
734	45.7062	5.6778
735	44.2866	5.5014
736	23.0957	2.8690
737	46.6931	5.8004
738	40.2919	5.0052
739	24.0000	2.9814
740	77.3470	9.6083
741	10.3264	1.2828
742	3.4644	0.4304
743	12.7961	1.5896
744	21.7199	2.6981
745	25.8625	3.2127
746	24.3941	3.0303
747	67.2377	8.3525
748	21.7398	2.7006
749	10.7136	1.3309
750	22.9050	2.8453
751	13.7833	1.7122
752	70.3485	8.7389
753	10.2775	1.2767
754	5.4463	0.6766
755	5.2775	0.6556
756	56.9878	7.0792
757	42.3949	5.2665
758	3.7655	0.4678
759	34.5904	4.2969
760	63.3766	7.8729
761	27.9940	3.4775
762	0.0000	0.0000
763	36.6856	4.5572
764	32.8449	4.0801
765	39.6033	4.9197
766	10.5110	1.3057
767	0.0000	0.0000
768	18.5485	2.3042
769	0.0000	0.0000
770	15.9027	1.9755
771	23.5905	2.9305
772	21.8326	2.7121
773	0.0000	0.0000
774	57.7265	7.1710
775	20.1348	2.5012
776	37.5753	4.6677
777	50.7812	6.3082
778	0.0000	0.0000
779	70.6395	8.7751
780	20.0680	2.4929
781	47.9752	5.9597
782	4.7942	0.5955
783	26.1920	3.2537
784	27.2499	3.3851
785	30.6109	3.8026
786	25.7789	3.2023
787	23.2467	2.8878
788	7.5660	0.9399
789	3.4259	0.4256
790	20.5030	2.5470
791	53.2402	6.6137
792	38.3798	4.7677
793	19.7168	2.4493
794	62.9442	7.8192
795	32.0790	3.9850
796	38.7834	4.8178
797	19.7309	2.4510
798	34.2408	4.2535
799	36.3455	4.5150
800	51.1107	6.3492
801	0.0000	0.0000
802	24.7226	3.0711
803	29.6580	3.6842
804	29.5969	3.6766
805	32.4764	4.0343
806	43.5186	5.4060
807	10.6417	1.3220
808	33.8639	4.2067
809	34.5215	4.2884
810	73.6952	9.1547
811	19.0177	2.3624
812	9.7116	1.2064
813	50.4530	6.2675
814	0.0000	0.0000
815	21.7067	2.6965
816	4.3451	0.5398
817	67.0556	8.3299
818	49.4856	6.1473
819	76.0655	9.4491
820	39.8614	4.9517
821	25.7555	3.1994
822	55.6834	6.9172
823	29.6644	3.6850
824	44.9211	5.5803
825	5.3612	0.6660
826	56.9667	7.0766
827	39.0963	4.8567
828	16.5073	2.0506
829	45.0265	5.5934
830	60.5289	7.5191
831	41.0831	5.1035
832	40.1880	4.9923
833	23.6934	2.9433
834	56.6178	7.0333
835	10.1650	1.2627
836	50.6705	6.2945
837	6.5537	0.8141
838	18.2458	2.2666
839	4.1703	0.5180
840	26.5669	3.3002
841	12.6317	1.5692
842	37.4658	4.6541
843	35.4813	4.4076
844	16.0342	1.9918
845	43.5465	5.4095
846	23.5490	2.9253
847	28.7069	3.5661
848	79.1778	9.8357
849	59.3496	7.3726
850	35.4119	4.3990
851	30.8143	3.8279
852	38.6377	4.7997
853	17.6540	2.1930
854	40.6542	5.0502
855	47.5589	5.9079
856	9.9953	1.2417
857	58.6564	7.2865
858	24.7625	3.0761
859	7.6059	0.9448
860	40.4877	5.0295
861	34.4277	4.2767
862	15.4174	1.9152
863	18.6239	2.3135
864	27.8288	3.4570
865	36.8438	4.5769
866	0.0000	0.0000
867	13.3788	1.6620
868	17.0789	2.1216
869	42.0138	5.2191
870	39.3294	4.8856
871	25.0918	3.1170
872	26.3234	3.2700
873	0.0000	0.0000
874	31.1994	3.8757
875	0.0000	0.0000
876	37.2153	4.6230
877	40.2654	5.0019
878	25.3890	3.1539
879	19.9335	2.4762
880	0.0000	0.0000
881	22.0871	2.7437
882	27.2910	3.3902
883	0.0000	0.0000
884	54.6247	6.7857
885	21.5761	2.6803
886	20.3596	2.5291
887	21.5406	2.6759
888	51.5507	6.4038
889	42.0633	5.2252
890	34.7100	4.3118
891	43.2607	5.3740
892	36.6931	4.5582
893	16.3246	2.0279
894	59.4331	7.3830
895	9.3989	1.1676
896	27.2324	3.3829
897	37.6804	4.6808
898	26.2226	3.2575
899	39.5002	4.9069
900	2.3681	0.2942
901	27.0111	3.3554
902	23.4513	2.9132
903	70.0745	8.7049
904	3.7641	0.4676
905	2.5938	0.3222
906	0.0000	0.0000
907	57.5824	7.1531
908	2.2542	0.2800
909	37.2758	4.6305
910	44.4327	5.5196
911	52.4025	6.5096
912	37.5526	4.6649
913	62.0115	7.7033
914	36.0033	4.4725
915	31.2071	3.8767
916	40.5485	5.0371
917	27.2171	3.3810
918	36.4008	4.5218
919	28.0266	3.4816
920	58.2506	7.2361
921	64.4455	8.0056
922	40.3415	5.0114
923	57.8921	7.1916
924	29.1149	3.6168
925	0.0000	0.0000
926	51.2302	6.3640
927	5.5005	0.6833
928	7.2290	0.8980
929	33.6358	4.1784
930	37.9556	4.7150
931	32.8762	4.0840
932	3.7859	0.4703
933	21.5055	2.6715
934	34.5469	4.2915
935	39.1641	4.8651
936	23.0218	2.8599
937	22.3774	2.7798
938	21.6911	2.6945
939	54.6649	6.7907
940	55.8902	6.9429
941	0.0000	0.0000
942	5.6865	0.7064
943	14.4403	1.7938
944	21.2392	2.6384
945	16.2011	2.0126
946	32.3095	4.0136
947	20.0516	2.4909
948	28.3106	3.5168
949	56.4344	7.0105
950	16.5173	2.0518
951	17.3341	2.1533
952	25.1679	3.1265
953	0.0000	0.0000
954	30.1277	3.7426
955	33.4640	4.1570
956	0.0000	0.0000
957	29.8592	3.7092
958	76.9484	9.5588
959	10.7080	1.3302
960	4.8220	0.5990
961	13.6589	1.6968
962	18.9959	2.3597
963	29.9529	3.7209
964	31.9714	3.9716
965	0.0000	0.0000
966	22.9209	2.8473
967	17.5877	2.1848
968	13.0419	1.6201
969	51.8732	6.4439
970	43.3552	5.3857
971	43.7084	5.4296
972	29.7844	3.6999
973	34.9561	4.3424
974	19.5192	2.4247
975	0.0000	0.0000
976	32.2085	4.0011
977	31.5011	3.9132
978	12.2822	1.5257
979	20.4143	2.5359
980	24.0757	2.9908
981	41.9995	5.2173
982	50.1382	6.2283
983	51.4708	6.3939
984	26.0913	3.2412
985	19.6218	2.4375
986	7.7103	0.9578
987	36.3430	4.5147
988	39.5389	4.9117
989	43.1001	5.3541
990	0.0000	0.0000
991	36.6565	4.5536
992	27.3530	3.3979
993	4.0702	0.5056
994	38.0564	4.7275
995	44.4796	5.5254
996	25.9911	3.2287
997	8.9239	1.1086
998	68.6689	8.5303
999	0.0000	0.0000
