No	lscores	gscores
86	22.4170	2.7847
87	0.0000	0.0000
88	39.4311	4.8983
89	6.3293	0.7862
90	17.2610	2.1442
91	39.4361	4.8989
92	9.0351	1.1224
93	25.7517	3.1990
94	67.9513	8.4412
95	25.0393	3.1105
96	20.5931	2.5581
97	28.0481	3.4842
98	35.9456	4.4653
99	5.3401	0.6634
100	35.4253	4.4007
101	7.0025	0.8699
102	60.2137	7.4800
103	16.5092	2.0508
104	38.0722	4.7295
105	34.2258	4.2517
106	26.3785	3.2768
107	38.9519	4.8387
108	21.5345	2.6751
109	38.8346	4.8242
110	27.5742	3.4254
111	25.3348	3.1472
112	34.1737	4.2452
113	11.5684	1.4371
114	30.5688	3.7974
115	54.0780	6.7178
116	28.4559	3.5349
117	45.4915	5.6511
118	73.7167	9.1574
119	0.0000	0.0000
120	26.7086	3.3178
121	25.4961	3.1672
122	5.8353	0.7249
123	40.6096	5.0447
124	75.2117	9.3431
125	69.8355	8.6752
126	45.0620	5.5978
127	24.1871	3.0046
128	48.2987	5.9998
129	2.5208	0.3131
130	22.9998	2.8571
131	44.9561	5.5846
132	15.0082	1.8644
133	19.3087	2.3986
134	4.8232	0.5992
135	33.8909	4.2100
136	39.8791	4.9539
137	0.0000	0.0000
138	16.3058	2.0256
139	10.7519	1.3356
140	21.8509	2.7144
141	31.3063	3.8890
142	25.3408	3.1479
143	38.9010	4.8324
144	30.6239	3.8042
145	14.6050	1.8143
146	25.6553	3.1870
147	3.6745	0.4565
148	29.7341	3.6937
149	41.0502	5.0994
150	2.3301	0.2895
151	53.8924	6.6947
152	12.2975	1.5276
153	34.4674	4.2817
154	28.4822	3.5382
155	8.3059	1.0318
156	18.3237	2.2762
157	0.0000	0.0000
158	9.4533	1.1743
159	22.3189	2.7725
160	20.9088	2.5974
161	48.4364	6.0169
162	14.5593	1.8086
163	49.3539	6.1309
164	0.0000	0.0000
165	42.1795	5.2397
166	0.0000	0.0000
167	45.3170	5.6294
168	39.9217	4.9592
169	13.7334	1.7060
170	55.6914	6.9182
171	37.1617	4.6164
172	30.1024	3.7394
173	8.7295	1.0844
174	16.4725	2.0463
175	38.8529	4.8264
176	19.3236	2.4005
177	30.5316	3.7927
178	58.8407	7.3094
179	28.9695	3.5987
180	11.9922	1.4897
181	26.2507	3.2610
182	40.3937	5.0178
183	31.6367	3.9300
184	59.5823	7.4015
185	3.8802	0.4820
186	18.8679	2.3438
187	36.0795	4.4819
188	46.6992	5.8011
189	18.8615	2.3430
190	17.4053	2.1622
191	34.1425	4.2413
192	25.6016	3.1803
193	40.8916	5.0797
194	36.6368	4.5512
195	30.8802	3.8361
196	20.5848	2.5571
197	20.7660	2.5796
198	15.7276	1.9537
199	21.1187	2.6234
200	25.4012	3.1554
201	22.6323	2.8115
202	9.5876	1.1910
203	47.6022	5.9133
204	52.6775	6.5438
205	27.8367	3.4580
206	39.3304	4.8858
207	2.7819	0.3456
208	16.2339	2.0166
209	33.2000	4.1242
210	18.0344	2.2403
211	39.8484	4.9501
212	43.8422	5.4462
213	0.0000	0.0000
214	0.0000	0.0000
215	0.0000	0.0000
216	26.9893	3.3527
217	3.8108	0.4734
218	0.0000	0.0000
219	39.0120	4.8462
220	28.0938	3.4899
221	34.3401	4.2658
222	17.8998	2.2236
223	38.6722	4.8040
224	0.0000	0.0000
225	32.0486	3.9812
226	41.3793	5.1403
227	8.2148	1.0205
228	36.9258	4.5871
229	5.9469	0.7387
230	4.7080	0.5848
231	23.0833	2.8675
232	11.9084	1.4793
233	13.0684	1.6234
234	50.9256	6.3262
235	20.5558	2.5535
236	8.4457	1.0492
237	34.8790	4.3328
238	13.3220	1.6549
239	18.1802	2.2584
240	20.5250	2.5497
241	45.8868	5.7002
242	27.5505	3.4224
243	16.0861	1.9983
244	33.6907	4.1852
245	59.3326	7.3705
246	19.8939	2.4713
247	9.0128	1.1196
248	36.7819	4.5692
249	0.0000	0.0000
250	35.9288	4.4632
251	8.5749	1.0652
252	0.0000	0.0000
253	42.1590	5.2371
254	27.6962	3.4405
255	26.9411	3.3467
256	12.0930	1.5022
257	39.4272	4.8978
258	34.8619	4.3307
259	0.0000	0.0000
260	37.4106	4.6473
261	33.0663	4.1076
262	54.6877	6.7935
263	4.3204	0.5367
264	54.0603	6.7156
265	29.2166	3.6294
266	23.5269	2.9226
267	46.2807	5.7492
268	10.2847	1.2776
269	68.2393	8.4769
270	9.3406	1.1603
271	40.6994	5.0558
272	36.3325	4.5134
273	56.2288	6.9849
274	15.6252	1.9410
275	9.7773	1.2146
276	48.5042	6.0254
277	67.0611	8.3306
278	38.5229	4.7855
279	15.8935	1.9743
280	15.4970	1.9251
281	9.6357	1.1970
282	28.1384	3.4955
283	0.0000	0.0000
284	40.0931	4.9805
285	21.4605	2.6659
286	26.9969	3.3537
287	28.2174	3.5053
288	40.7526	5.0624
289	60.3098	7.4919
290	4.7714	0.5927
291	74.0418	9.1977
292	0.0000	0.0000
293	17.0422	2.1170
294	5.9780	0.7426
295	27.8666	3.4617
296	0.0000	0.0000
297	24.9344	3.0974
298	40.7776	5.0655
299	14.5958	1.8131
300	43.2881	5.3774
301	46.4601	5.7714
302	53.7375	6.6755
303	69.2723	8.6053
304	15.8522	1.9692
305	22.2063	2.7585
306	0.0000	0.0000
307	28.4553	3.5348
308	0.0000	0.0000
309	40.0813	4.9790
310	16.7046	2.0751
311	25.5451	3.1733
312	38.3480	4.7637
313	26.6831	3.3147
314	7.3121	0.9083
315	0.0000	0.0000
316	21.3786	2.6557
317	21.4142	2.6601
318	31.6544	3.9322
319	27.8050	3.4540
320	37.0544	4.6030
321	41.1176	5.1078
322	0.0000	0.0000
323	49.8341	6.1906
324	23.3709	2.9032
325	49.2008	6.1119
326	20.2013	2.5095
327	36.0642	4.4800
328	47.3502	5.8820
329	32.6028	4.0500
330	26.8363	3.3337
331	42.7699	5.3130
332	24.2791	3.0160
333	35.2015	4.3729
334	31.7209	3.9405
335	6.0218	0.7480
336	5.2033	0.6464
337	25.0282	3.1091
338	21.0623	2.6164
339	8.2739	1.0278
340	9.8570	1.2245
341	4.6844	0.5819
342	0.0000	0.0000
343	52.5848	6.5323
344	26.0535	3.2365
345	43.1066	5.3549
346	23.6807	2.9417
347	35.5474	4.4158
348	28.6890	3.5638
349	3.4609	0.4299
350	41.0462	5.0989
351	18.1677	2.2569
352	0.0000	0.0000
353	0.0000	0.0000
354	14.3557	1.7833
355	42.8086	5.3178
356	22.7577	2.8270
357	28.1389	3.4955
358	36.9538	4.5905
359	24.7603	3.0758
360	3.8813	0.4821
361	44.8352	5.5696
362	25.8159	3.2069
363	46.1297	5.7304
364	0.0000	0.0000
365	8.6391	1.0732
366	18.1448	2.2540
367	0.0000	0.0000
368	29.2204	3.6299
369	6.7816	0.8424
370	34.5690	4.2943
371	50.1991	6.2359
372	35.7214	4.4374
373	66.9068	8.3114
374	0.0000	0.0000
375	23.0069	2.8580
376	19.0598	2.3677
377	34.5159	4.2877
378	0.0000	0.0000
379	50.0392	6.2160
380	76.1631	9.4612
381	36.8952	4.5833
382	44.7314	5.5567
383	74.1302	9.2087
384	9.4012	1.1678
385	36.3408	4.5144
386	71.0318	8.8238
387	36.6832	4.5569
388	8.8575	1.1003
389	33.7981	4.1985
390	10.4610	1.2995
391	33.0645	4.1074
392	50.8625	6.3183
393	72.3044	8.9819
394	30.9216	3.8412
395	55.1254	6.8479
396	25.3432	3.1482
397	14.4804	1.7988
398	51.0323	6.3394
399	10.7775	1.3388
400	61.3276	7.6183
401	45.2375	5.6196
402	64.0735	7.9594
403	25.0026	3.1059
404	38.2547	4.7521
405	20.1541	2.5036
406	67.6943	8.4092
407	30.0293	3.7303
408	26.7644	3.3248
409	18.1314	2.2523
410	15.5498	1.9317
411	28.8598	3.5851
412	16.9390	2.1042
413	29.9638	3.7222
414	17.0510	2.1181
415	12.0263	1.4940
416	43.1480	5.3600
417	13.1328	1.6314
418	43.1381	5.3588
419	6.3615	0.7902
420	26.8953	3.3410
421	31.7095	3.9391
422	19.7967	2.4592
423	0.0000	0.0000
424	21.0560	2.6157
425	40.3445	5.0117
426	32.3271	4.0158
427	47.4378	5.8929
428	27.6591	3.4359
429	46.1850	5.7373
430	24.9644	3.1012
431	7.6944	0.9558
432	52.0262	6.4629
433	35.2413	4.3778
434	3.8333	0.4762
435	23.4253	2.9100
436	9.7745	1.2142
437	23.2876	2.8929
438	38.1593	4.7403
439	29.3021	3.6400
440	35.0179	4.3501
441	30.2643	3.7595
442	38.8537	4.8265
443	0.0000	0.0000
444	63.7645	7.9211
445	30.8275	3.8295
446	0.0000	0.0000
447	0.0000	0.0000
448	35.5723	4.4189
449	45.1642	5.6105
450	23.1466	2.8754
451	0.0000	0.0000
452	35.9918	4.4710
453	21.8702	2.7168
454	63.1599	7.8460
455	25.8315	3.2089
456	23.0851	2.8677
457	69.1122	8.5854
458	34.2200	4.2509
459	44.3292	5.5067
460	18.3857	2.2839
461	55.1785	6.8545
462	39.3788	4.8918
463	21.9007	2.7206
464	16.6394	2.0670
465	0.0000	0.0000
466	6.5584	0.8147
467	27.7354	3.4454
468	28.1305	3.4945
469	48.3397	6.0049
470	37.7545	4.6900
471	42.4446	5.2726
472	25.9003	3.2174
473	0.0000	0.0000
474	10.4768	1.3015
475	38.1222	4.7357
476	29.2243	3.6303
477	20.6544	2.5658
478	36.4588	4.5290
479	29.0183	3.6048
480	44.4591	5.5229
481	0.0000	0.0000
482	0.0000	0.0000
483	31.2281	3.8793
484	13.3973	1.6643
485	46.2447	5.7447
486	32.3183	4.0147
487	23.1055	2.8703
488	43.1357	5.3585
489	30.3194	3.7664
490	26.8774	3.3388
491	14.4758	1.7982
492	27.1405	3.3715
493	52.3282	6.5004
494	27.9166	3.4679
495	60.0716	7.4623
496	29.2248	3.6304
497	57.6948	7.1671
498	29.5293	3.6682
499	9.4900	1.1789
500	42.3170	5.2568
501	6.8316	0.8486
502	46.9375	5.8307
503	3.8209	0.4746
504	6.5505	0.8137
505	34.6416	4.3033
506	19.9779	2.4817
507	59.1982	7.3538
508	11.8126	1.4674
509	30.8864	3.8368
510	29.0638	3.6104
511	9.5725	1.1891
512	17.4292	2.1651
513	10.6018	1.3170
514	17.6579	2.1935
515	46.3715	5.7604
516	39.4360	4.8989
517	79.3701	9.8596
518	32.2426	4.0053
519	29.0821	3.6127
520	0.0000	0.0000
521	22.2615	2.7654
522	30.0440	3.7322
523	39.7514	4.9381
524	64.0868	7.9611
525	7.7558	0.9635
526	10.3563	1.2865
527	19.6034	2.4352
528	28.3450	3.5211
529	19.4395	2.4149
530	34.5079	4.2867
531	17.1005	2.1243
532	0.0000	0.0000
533	14.5923	1.8127
534	21.1607	2.6287
535	3.2724	0.4065
536	32.2859	4.0107
537	67.9548	8.4416
538	44.8900	5.5764
539	41.5969	5.1673
540	0.0000	0.0000
541	7.9546	0.9882
542	21.3247	2.6490
543	40.7494	5.0620
544	11.6365	1.4455
545	10.8489	1.3477
546	12.5003	1.5528
547	32.3270	4.0158
548	6.1025	0.7581
549	26.1877	3.2531
550	19.1387	2.3775
551	0.0000	0.0000
552	29.3312	3.6436
553	0.0000	0.0000
554	39.6056	4.9200
555	44.0255	5.4690
556	44.2862	5.5014
557	0.0000	0.0000
558	22.8092	2.8334
559	0.0000	0.0000
560	29.4990	3.6645
561	54.0538	6.7148
562	27.0000	3.3540
563	0.0000	0.0000
564	35.0800	4.3578
565	81.2547	10.0938
566	49.2822	6.1220
567	58.8920	7.3158
568	19.6775	2.4444
569	36.9119	4.5853
570	0.0000	0.0000
571	42.7921	5.3158
572	41.8401	5.1975
573	16.4869	2.0481
574	14.4331	1.7929
575	16.2689	2.0210
576	9.1615	1.1381
577	22.2403	2.7628
578	24.4531	3.0377
579	10.4966	1.3039
580	23.0302	2.8609
581	24.0744	2.9906
582	26.7587	3.3241
583	64.8401	8.0547
584	72.1993	8.9689
585	0.0000	0.0000
586	44.3697	5.5118
587	37.4248	4.6490
588	24.4476	3.0370
589	21.4806	2.6684
590	19.8994	2.4720
591	70.3570	8.7400
592	16.7074	2.0755
593	11.0076	1.3674
594	28.7862	3.5759
595	0.0000	0.0000
596	30.4942	3.7881
597	77.0542	9.5720
598	10.5785	1.3141
599	0.0000	0.0000
600	9.5956	1.1920
601	19.4258	2.4131
602	24.7227	3.0711
603	0.0000	0.0000
604	74.0418	9.1977
605	42.4437	5.2725
606	2.5142	0.3123
607	0.0000	0.0000
608	16.5327	2.0537
609	64.0578	7.9575
610	48.7565	6.0567
611	0.0000	0.0000
612	21.4762	2.6679
613	10.7632	1.3370
614	14.2178	1.7662
615	57.6867	7.1661
616	16.2868	2.0232
617	18.7181	2.3252
618	29.2530	3.6339
619	27.3593	3.3987
620	38.7547	4.8143
621	0.0000	0.0000
622	19.4124	2.4115
623	47.6603	5.9205
624	53.7423	6.6761
625	22.8396	2.8372
626	29.6828	3.6873
627	40.8171	5.0704
628	40.7594	5.0633
629	31.1482	3.8693
630	80.2683	9.9712
631	27.2869	3.3897
632	44.2714	5.4996
633	12.6729	1.5743
634	11.0608	1.3740
635	58.2187	7.2321
636	35.9132	4.4613
637	28.9208	3.5926
638	22.8438	2.8377
639	33.1568	4.1189
640	31.6472	3.9313
641	31.9767	3.9723
642	40.1932	4.9929
643	59.6531	7.4103
644	23.8897	2.9677
645	45.2993	5.6272
646	19.4323	2.4140
647	69.1249	8.5869
648	20.4654	2.5423
649	45.6244	5.6676
650	32.4235	4.0278
651	8.7052	1.0814
652	8.0397	0.9987
653	0.0000	0.0000
654	28.6041	3.5533
655	26.1981	3.2544
656	0.0000	0.0000
657	29.5031	3.6650
658	67.4357	8.3771
659	32.4960	4.0368
660	41.2307	5.1218
661	0.0000	0.0000
662	16.7300	2.0783
663	29.0921	3.6139
664	38.8686	4.8284
665	0.0000	0.0000
666	68.2582	8.4793
667	20.5631	2.5544
668	20.6670	2.5673
669	0.0000	0.0000
670	50.1125	6.2252
671	33.5188	4.1638
672	15.1778	1.8854
673	23.0063	2.8579
674	33.3621	4.1444
675	28.8412	3.5828
676	57.2705	7.1143
677	44.2252	5.4938
678	11.9452	1.4839
679	7.3619	0.9145
680	39.9372	4.9611
681	19.3381	2.4023
682	21.2964	2.6455
683	34.7670	4.3189
684	34.0826	4.2339
685	36.7293	4.5627
686	2.7054	0.3361
687	32.0272	3.9785
688	50.3225	6.2512
689	35.8290	4.4508
690	38.2029	4.7457
691	20.5672	2.5549
692	41.2625	5.1258
693	63.5979	7.9004
694	41.7456	5.1858
695	21.6478	2.6892
696	30.3997	3.7764
697	0.0000	0.0000
698	53.4367	6.6381
699	36.8467	4.5772
700	21.2118	2.6350
701	20.0179	2.4867
702	6.6434	0.8253
703	0.0000	0.0000
704	27.3181	3.3936
705	25.3763	3.1523
706	31.5146	3.9149
707	26.2208	3.2572
708	42.5077	5.2805
709	23.3385	2.8992
710	0.0000	0.0000
711	44.9368	5.5822
712	5.3923	0.6698
713	44.9774	5.5873
714	13.4725	1.6736
715	35.8826	4.4575
716	31.0664	3.8592
717	34.8780	4.3327
718	42.5275	5.2829
719	43.5297	5.4074
720	52.8930	6.5706
721	85.0061	10.5598
722	40.4712	5.0275
723	35.6846	4.4329
724	0.0000	0.0000
725	0.0000	0.0000
726	37.7862	4.6939
727	0.0000	0.0000
728	0.0000	0.0000
729	0.0000	0.0000
730	15.8150	1.9646
731	39.6720	4.9282
732	55.7484	6.9253
733	34.3254	4.2640
734	9.9814	1.2399
735	24.9490	3.0993
736	75.9096	9.4298
737	45.8648	5.6975
738	37.5189	4.6607
739	9.2518	1.1493
740	25.7264	3.1958
741	25.4973	3.1674
742	16.4993	2.0496
743	39.4702	4.9031
744	33.0529	4.1059
745	17.7481	2.2047
746	35.5379	4.4146
747	29.7370	3.6940
748	10.2047	1.2677
749	31.7796	3.9478
750	18.8069	2.3363
751	28.2473	3.5090
752	36.6368	4.5512
753	13.1957	1.6392
754	34.7246	4.3136
755	35.0996	4.3602
756	51.3763	6.3822
757	24.0941	2.9931
758	23.8645	2.9645
759	27.6588	3.4359
760	29.9543	3.7210
761	0.0000	0.0000
762	40.1735	4.9905
763	12.8121	1.5916
764	8.1723	1.0152
765	30.8273	3.8295
766	43.1116	5.3555
767	12.4765	1.5499
768	21.3379	2.6507
769	63.6014	7.9008
770	11.4529	1.4227
771	9.2686	1.1514
772	43.8832	5.4513
773	26.4469	3.2853
774	27.2307	3.3827
775	26.2618	3.2623
776	46.4656	5.7721
777	45.2051	5.6155
778	0.0000	0.0000
779	2.1791	0.2707
780	30.5648	3.7969
781	32.1725	3.9966
782	11.2468	1.3971
783	23.0065	2.8580
784	76.0600	9.4484
785	49.8808	6.1964
786	10.2074	1.2680
787	26.8001	3.3292
788	0.0000	0.0000
789	42.2885	5.2532
790	17.3457	2.1548
791	6.4125	0.7966
792	45.1298	5.6062
793	32.0327	3.9792
794	21.7878	2.7066
795	30.4677	3.7848
796	37.1474	4.6146
797	39.1722	4.8661
798	3.8805	0.4820
799	12.7940	1.5893
800	0.0000	0.0000
801	32.4798	4.0348
802	29.2364	3.6319
803	7.5181	0.9339
804	3.5182	0.4370
805	41.4481	5.1488
806	27.9680	3.4743
807	15.2331	1.8923
808	21.8160	2.7101
809	22.0147	2.7347
810	58.2946	7.2416
811	46.7195	5.8037
812	16.6450	2.0677
813	11.9434	1.4837
814	32.8737	4.0837
815	30.2093	3.7527
816	34.2899	4.2596
817	8.6389	1.0732
818	35.3439	4.3905
819	18.4845	2.2962
820	3.7589	0.4669
821	38.4778	4.7799
822	0.0000	0.0000
823	25.6158	3.1821
824	13.3895	1.6633
825	34.9097	4.3366
826	19.3784	2.4073
827	24.5115	3.0449
828	26.4297	3.2832
829	5.1896	0.6447
830	37.2663	4.6293
831	21.5899	2.6820
832	24.3718	3.0276
833	3.7126	0.4612
834	55.6125	6.9084
835	30.2006	3.7516
836	56.9968	7.0803
837	63.5983	7.9004
838	32.7432	4.0675
839	14.1399	1.7565
840	39.7046	4.9322
841	25.0507	3.1119
842	20.3470	2.5276
843	29.8759	3.7113
844	42.5748	5.2888
845	20.3697	2.5304
846	71.9369	8.9363
847	41.9692	5.2136
848	16.0188	1.9899
849	27.9335	3.4700
850	25.3503	3.1491
851	33.4127	4.1506
852	43.4231	5.3942
853	0.0000	0.0000
854	40.5818	5.0412
855	8.6664	1.0766
856	43.3619	5.3866
857	0.0000	0.0000
858	25.3715	3.1517
859	39.6711	4.9281
860	13.9954	1.7386
861	21.5174	2.6730
862	36.7086	4.5601
863	7.6966	0.9561
864	38.7271	4.8108
865	12.8906	1.6013
866	43.4106	5.3926
867	40.2732	5.0029
868	22.4039	2.7831
869	71.3750	8.8665
870	32.5380	4.0420
871	0.0000	0.0000
872	29.0965	3.6145
873	64.3517	7.9940
874	22.2247	2.7608
875	3.4460	0.4281
876	37.2405	4.6261
877	57.5645	7.1509
878	20.0740	2.4937
879	10.4155	1.2939
880	23.5910	2.9306
881	59.4914	7.3902
882	40.2653	5.0019
883	30.8782	3.8358
884	25.0391	3.1105
885	33.2227	4.1270
886	50.5791	6.2831
887	13.4547	1.6714
888	0.0000	0.0000
889	39.4940	4.9061
890	2.7455	0.3411
891	23.4963	2.9188
892	21.4385	2.6632
893	43.9583	5.4607
894	55.5383	6.8992
895	8.4769	1.0530
896	25.6318	3.1841
897	6.8872	0.8556
898	37.9493	4.7142
899	21.5765	2.6803
900	33.6345	4.1782
901	11.2156	1.3932
902	30.3399	3.7689
903	29.1464	3.6207
904	19.3952	2.4093
905	22.1384	2.7501
906	22.1082	2.7464
907	11.0101	1.3677
908	13.1333	1.6315
909	20.0546	2.4913
910	0.0000	0.0000
911	31.0907	3.8622
912	57.3436	7.1234
913	22.5307	2.7988
914	37.8786	4.7054
915	36.4770	4.5313
916	63.2196	7.8534
917	36.4217	4.5244
918	30.0870	3.7375
919	23.0369	2.8617
920	35.7511	4.4411
921	10.5663	1.3126
922	13.1335	1.6315
923	0.0000	0.0000
924	0.0000	0.0000
925	7.1509	0.8883
926	41.3103	5.1317
927	29.8048	3.7025
928	36.5221	4.5369
929	52.8256	6.5622
930	16.9919	2.1108
931	0.0000	0.0000
932	3.7712	0.4685
933	14.7405	1.8311
934	42.2354	5.2466
935	53.0249	6.5869
936	17.5218	2.1766
937	59.8157	7.4305
938	18.5918	2.3095
939	16.2478	2.0184
940	31.4966	3.9126
941	18.1549	2.2553
942	10.3446	1.2850
943	17.9663	2.2318
944	17.5083	2.1749
945	51.5951	6.4093
946	17.9465	2.2294
947	0.0000	0.0000
948	8.9240	1.1086
949	38.5327	4.7867
950	14.5641	1.8092
951	18.6049	2.3112
952	41.8961	5.2045
953	33.8437	4.2042
954	15.2488	1.8943
955	0.0000	0.0000
956	40.3875	5.0171
957	20.6734	2.5681
958	50.8125	6.3121
959	35.6424	4.4276
960	30.3549	3.7708
961	15.3245	1.9037
962	15.8542	1.9695
963	42.4421	5.2723
964	41.8847	5.2031
965	33.9801	4.2211
966	21.3329	2.6500
967	18.5214	2.3008
968	30.0031	3.7271
969	27.9871	3.4767
970	0.0000	0.0000
971	0.0000	0.0000
972	12.5291	1.5564
973	16.4121	2.0388
974	60.1945	7.4776
975	20.6035	2.5594
976	15.9300	1.9789
977	43.2711	5.3753
978	39.5073	4.9077
979	51.7532	6.4290
980	42.0749	5.2267
981	39.5557	4.9137
982	6.4460	0.8007
983	3.6368	0.4518
984	23.2329	2.8861
985	24.0739	2.9905
986	26.1642	3.2502
987	41.3937	5.1421
988	24.6207	3.0585
989	4.7762	0.5933
990	67.8557	8.4293
991	2.8773	0.3574
992	13.0308	1.6187
993	19.7860	2.4579
994	0.0000	0.0000
995	24.2961	3.0182
996	36.0751	4.4814
997	10.3269	1.2828
998	56.8998	7.0683
999	30.0212	3.7293
